Comprobante;Origen - Nombre de base de datos;Fecha;Vendedor - Nombre;Lista de precios - Descripción;Proveedor - Nombre;Artículo - Descripción;Artículo - Código;Color - Código;Talle - Descripción;Item - Cantidad;Item - Monto Neto
FEN B 0028-00000324;CORDOBA;17/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;59000
FEN B 0028-00000178;CORDOBA;02/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;53100
FEN A 0028-00000051;CORDOBA;04/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;56049,9999
FEN B 0028-00000248;CORDOBA;09/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;44;1;56050
FEN B 0028-00000517;CORDOBA;11/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;44;1;61000
FEN B 0028-00000060;CORDOBA;11/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;42;-1;-59000
FEN B 0028-00000249;CORDOBA;09/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;56000
FEN A 0028-00000109;CORDOBA;27/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;44;1;46100
FEN B 0028-00000324;CORDOBA;17/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;44;1;59000
FEN B 0028-00000520;CORDOBA;11/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;44;1;61000
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;42;1;45900
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;42;-1;-45900
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;42;1;45900
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;46;4;183600
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;46;4;183600
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;46;-4;-183600
FEN A 0028-00000163;CORDOBA;17/04/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;46;1;47500
FEN A 0028-00000170;CORDOBA;21/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;54;1;61000
CEN A 0028-00000016;CORDOBA;21/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;54;-1;-61000
FEN A 0028-00000156;CORDOBA;15/04/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;52;1;47500
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;46;-6;-275400
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;48;-6;-275400
FEN B 0028-00000014;CORDOBA;04/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;48;1;56050,0009
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;48;6;275400
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;48;6;275400
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;46;6;275400
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;46;6;275400
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;48;-2;-91800
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;48;2;91800
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;48;2;91800
FEN A 0028-00000126;CORDOBA;01/04/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;48;2;92200
FEN A 0028-00000136;CORDOBA;08/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;48;1;61000
FEN A 0028-00000156;CORDOBA;15/04/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;48;-1;-47500
FEN B 0028-00000248;CORDOBA;09/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;48;1;56050
FEN B 0028-00000014;CORDOBA;04/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;48;1;56049,9991
FEN A 0028-00000126;CORDOBA;01/04/2026;Sofia Perazzo;MAYORISTA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;50;2;92200
FEN B 0028-00000585;CORDOBA;17/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;50;1;61000
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;50;2;91800
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;50;2;91800
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H2;50;-2;-91800
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;50;-1;-45900
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;50;1;45900
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;50;1;45900
FEN A 0028-00000198;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;50;2;91800
CEN A 0028-00000017;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;50;-2;-91800
FEN A 0028-00000195;CORDOBA;29/04/2026;Sofia Perazzo;DISTRIBUIDORA;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;50;2;91800
FEN B 0028-00000682;CORDOBA;28/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;52;1;61000
FEN A 0028-00000056;CORDOBA;06/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;52;1;56050,001
FEN A 0028-00000132;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;48;1;60800
FEN B 0028-00000586;CORDOBA;17/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;50;1;61000
FEN B 0028-00000616;CORDOBA;21/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;50;1;61000
FEN B 0028-00000509;CORDOBA;10/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;50;1;61000
FEN B 0028-00000586;CORDOBA;17/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;50;-1;-61000
FEN A 0028-00000132;CORDOBA;06/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;48;1;60800
FEN A 0028-00000056;CORDOBA;06/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;52;1;56050,001
FEN B 0028-00000590;CORDOBA;17/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;44;1;61000
FEN B 0028-00000286;CORDOBA;12/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;44;1;56050,0011
FEN B 0028-00000139;CORDOBA;25/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;42;1;56050,0018
FEN B 0028-00000112;CORDOBA;20/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;42;1;59000
FEN B 0028-00000374;CORDOBA;23/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;59000
FEN B 0028-00000500;CORDOBA;09/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;42;1;54899,9997
FEN B 0028-00000668;CORDOBA;27/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;38;1;61000
FEN B 0028-00000269;CORDOBA;11/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;38;1;59000
FEN B 0028-00000550;CORDOBA;14/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;38;1;61000
FEN B 0028-00000509;CORDOBA;10/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;38;1;61000
FEN B 0028-00000668;CORDOBA;27/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;38;1;61000
FEN B 0028-00000489;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;46;1;61000
FEN B 0028-00000030;CORDOBA;05/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;46;1;56050
FEN B 0028-00000513;CORDOBA;10/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;44;1;61000
FEN B 0028-00000745;CORDOBA;05/05/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;C4;46;1;61000
FEN B 0028-00000528;CORDOBA;13/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;46;1;61000
FEN B 0028-00000489;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;46;1;61000
FEN A 0028-00000115;CORDOBA;28/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;59000
FEN B 0028-00000489;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;44;1;61000
FEN A 0028-00000115;CORDOBA;28/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;44;1;59000
FEN B 0028-00000682;CORDOBA;28/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;52;1;61000
FEN A 0028-00000141;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;40;1;61000
FEN B 0028-00000509;CORDOBA;10/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;H3;40;1;61000
FEN B 0028-00000254;CORDOBA;09/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;42;1;59000
FEN B 0028-00000139;CORDOBA;25/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;42;1;56049,9989
FEN A 0028-00000140;CORDOBA;08/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;G1;42;2;122000
FEN B 0028-00000668;CORDOBA;27/04/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;PANTALON CARGO ELASTIZADO PAMPERO FIT;U145;E1;38;1;61000
FCV B 0001-00000092;CORDOBA2;05/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;48;-1;-29900
FCV B 0001-00000092;CORDOBA2;05/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;46;-1;-29900
FCV A 0001-00000001;CORDOBA2;06/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;48;1;0
FCV B 0001-00000048;CORDOBA2;14/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);I002;C6;40;1;39613,2919
FCV B 0001-00000126;CORDOBA2;13/03/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;38;1;27900
FCV B 0001-00000025;CORDOBA2;10/02/2026;Nicolas Urricelqui;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;38;1;26906,4377
FCV B 0001-00000194;CORDOBA2;07/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);I002;C6;42;1;39603,8544
FCV B 0001-00000092;CORDOBA2;05/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;42;1;29900
FCV B 0001-00000059;CORDOBA2;23/02/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;42;1;26903,6236
FCV B 0001-00000211;CORDOBA2;13/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;44;1;28789,8639
FCV B 0001-00000092;CORDOBA2;05/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;42;1;29900
FCV B 0001-00000225;CORDOBA2;16/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;40;1;28799,9995
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;44;11;224184,435
FCV B 0050-00000020;CORDOBA2;25/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;44;1;28800,0013
FCV B 0001-00000053;CORDOBA2;19/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;C1;42;1;26900
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;40;2;40760,8066
FCV B 0001-00000111;CORDOBA2;10/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;44;1;28803,2626
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;E1;50;7;156507,7367
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;E1;52;3;67074,7435
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;48;10;203804,0303
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;46;25;509510,0816
FCV B 0001-00000111;CORDOBA2;10/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;46;1;28803,2626
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;42;8;163043,2238
FCV B 0001-00000111;CORDOBA2;10/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;42;1;28803,2626
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO GRANDE(58-70);IC014;E1;58;3;74040,199
FCV A 0001-00000004;CORDOBA2;11/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;E1;56;3;67074,7435
FEN B 0028-00000726;CORDOBA;04/05/2026;Chistian Videla;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;42;1;32000
FEN B 0028-00000289;CORDOBA;13/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;40;1;32000
FEN B 0028-00000294;CORDOBA;13/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;40;1;32000
FEN B 0028-00000687;CORDOBA;29/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;40;1;32000
FEN A 0028-00000084;CORDOBA;19/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;40;2;47400
FEN A 0028-00000129;CORDOBA;04/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;40;1;32000
FEN B 0028-00000653;CORDOBA;25/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;38;1;32000
FEN B 0028-00000684;CORDOBA;28/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;38;-1;-32000
FEN A 0028-00000092;CORDOBA;20/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;38;1;23700
FEN B 0028-00000484;CORDOBA;08/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;38;1;32000
FEN B 0028-00000684;CORDOBA;28/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;36;1;32000
FEN B 0028-00000173;CORDOBA;28/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;38;1;28400
FEN B 0028-00000594;CORDOBA;18/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;38;1;32000
FEN B 0028-00000087;CORDOBA;18/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;38;2;59800
FEN B 0028-00000310;CORDOBA;16/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;40;1;31000
FEN B 0028-00000184;CORDOBA;03/03/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;40;1;29900
FEN A 0028-00000049;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;42;1;22900
FEN A 0028-00000048;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;42;1;22900
FEN A 0028-00000128;CORDOBA;04/04/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;42;1;32000
FEN A 0028-00000018;CORDOBA;10/02/2026;Sofia Perazzo;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;40;2;53820
FEN A 0028-00000084;CORDOBA;19/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;44;1;23700
FEN A 0028-00000092;CORDOBA;20/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;44;-1;-23700
FEN B 0028-00000385;CORDOBA;26/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;44;1;31000
FEN B 0028-00000387;CORDOBA;26/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRAB H.M/L PAMPERO AZUL CH(38-48);IC015;C4;42;1;32000
FEN B 0028-00000741;CORDOBA;05/05/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L DENIM JEAN PAMPERO (38/48);I002;C6;42;1;45400
FEN A 0028-00000155;CORDOBA;15/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;44;1;32000
FEN B 0028-00000242;CORDOBA;09/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;44;1;31000
FEN B 0028-00000120;CORDOBA;23/02/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;C1;42;1;29900
FEN B 0028-00000608;CORDOBA;20/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;G1;54;1;35300
FEN A 0028-00000166;CORDOBA;20/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;46;2;64000
FEN B 0028-00000714;CORDOBA;02/05/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;48;1;32000
FEN A 0028-00000045;CORDOBA;03/03/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;48;1;29900
FEN A 0028-00000092;CORDOBA;20/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;48;1;23700
FEN B 0028-00000741;CORDOBA;05/05/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;46;1;32000
FEN B 0028-00000608;CORDOBA;20/04/2026;Julieta Fernandez;PUBLICO;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;G1;48;-1;-32000
FEN A 0028-00000084;CORDOBA;19/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;E1;50;1;26000
FEN A 0028-00000092;CORDOBA;20/03/2026;Julieta Fernandez;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H.M/L PAMPERO MED.(50-56);IC013;E1;50;-1;-26000
CEN A 0028-00000003;CORDOBA;03/03/2026;Sofia Perazzo;MAYORISTA;MACATA SA;CAMISA DE TRABAJO H. M/L PAMPERO CH (36-48);IC012;E1;42;-1;-22900
